Gender,Senior Citizen,Partner,Dependents,Tenure Months,Tenure Groups,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Service Count,Contract,Paperless Billing,Payment Method,Monthly Charges,Charge Category,Total Charges,Churn Value,Churn Reason
Male,No,Yes,No,10,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,85.25,High,855.3,1,Competitor offered more data
Female,No,Yes,No,43,37-48,Yes,No,DSL,No,No,No,No,Yes,No,3,Month-to-month,No,Electronic check,56.15,Medium,2499.3,1,Don't know
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,Yes,Electronic check,89.55,High,89.55,1,Competitor had better devices
Male,Yes,Yes,No,20,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.55,High,1899.65,1,Competitor had better devices
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,45.7,Low,45.7,1,Competitor offered higher download speeds
Female,Yes,No,No,2,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5,Month-to-month,No,Electronic check,89.5,High,161.5,1,Competitor offered higher download speeds
Female,No,No,No,3,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Bank transfer (automatic),69.55,Medium,222.3,1,Competitor offered higher download speeds
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,No,3,Month-to-month,Yes,Mailed check,74.6,Medium,74.6,1,Competitor offered more data
Female,Yes,No,No,8,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Electronic check,19.65,Low,164.3,1,Competitor offered more data
Male,No,Yes,No,2,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Mailed check,19.85,Low,35.9,1,Competitor offered more data
Female,No,No,No,4,0-12,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,Yes,Mailed check,24.25,Low,96.05,1,Competitor made better offer
Female,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,69.65,Medium,145.15,1,Competitor made better offer
Female,No,No,No,4,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Mailed check,45.65,Low,191.05,1,Competitor had better devices
Female,No,No,No,1,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Mailed check,75.05,Medium,75.05,1,Competitor offered higher download speeds
Male,Yes,No,No,52,49-60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,4,Month-to-month,Yes,Electronic check,49.15,Low,2550.9,1,Competitor offered more data
Female,No,No,No,2,0-12,No,No phone service,DSL,No,No,No,No,No,Yes,2,Month-to-month,Yes,Electronic check,34.7,Low,62.25,1,Competitor made better offer
Male,No,Yes,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Month-to-month,No,Electronic check,80.0,Medium,80.0,1,Competitor had better devices
Male,Yes,No,No,2,0-12,Yes,No,DSL,Yes,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,49.25,Low,91.1,1,Competitor had better devices
Female,No,No,No,3,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),75.1,Medium,270.7,1,Competitor offered higher download speeds
Male,No,Yes,No,3,0-12,Yes,No,DSL,No,No,Yes,No,No,No,3,Month-to-month,Yes,Electronic check,50.15,Medium,168.15,1,Competitor offered higher download speeds
Female,No,No,No,25,25-36,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4,Month-to-month,Yes,Bank transfer (automatic),79.85,Medium,2015.35,1,Competitor offered higher download speeds
Male,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.55,Low,19.55,1,Competitor offered more data
Female,No,Yes,No,4,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,85.95,High,381.3,1,Competitor offered more data
Male,No,No,No,3,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,45.35,Low,141.5,1,Competitor offered more data
Male,Yes,Yes,No,33,25-36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.5,High,3105.55,1,Competitor made better offer
Female,Yes,No,No,30,25-36,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,6,Month-to-month,No,Credit card (automatic),91.7,High,2758.15,1,Competitor made better offer
Female,No,No,No,45,37-48,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,5,Month-to-month,Yes,Electronic check,87.25,High,3941.7,1,Competitor had better devices
Male,No,No,No,10,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6,Month-to-month,No,Electronic check,98.55,High,1008.55,1,Competitor offered higher download speeds
Male,Yes,No,No,20,13-24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,98.55,High,1842.8,1,Competitor offered more data
Female,No,No,No,15,13-24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4,Month-to-month,Yes,Bank transfer (automatic),85.9,High,1269.55,1,Don't know
Female,No,No,No,22,13-24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,No,Electronic check,89.25,High,1907.85,1,Competitor had better devices
Male,No,Yes,No,3,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,70.3,Medium,208.85,1,Competitor had better devices
Male,No,No,No,15,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,93.35,High,1444.65,1,Competitor offered higher download speeds
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.9,Low,19.9,1,Competitor offered higher download speeds
Female,No,Yes,No,5,0-12,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,5,Month-to-month,Yes,Mailed check,88.9,High,454.15,1,Competitor offered higher download speeds
Male,No,Yes,No,33,25-36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,One year,Yes,Electronic check,95.8,High,3036.75,1,Competitor offered more data
Male,No,No,No,2,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Electronic check,82.0,Medium,184.65,1,Competitor offered more data
Male,No,No,No,2,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,45.35,Low,89.5,1,Competitor offered more data
Female,No,No,No,1,0-12,Yes,No,DSL,No,No,No,Yes,No,No,3,Month-to-month,Yes,Electronic check,52.2,Medium,52.2,1,Competitor made better offer
Female,Yes,No,No,46,37-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8,One year,Yes,Electronic check,110.0,High,4874.8,1,Competitor made better offer
Male,No,No,No,62,61-72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,One year,Yes,Electronic check,96.75,High,6125.4,1,Attitude of service provider
Female,No,No,No,10,0-12,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6,Month-to-month,Yes,Electronic check,98.5,High,1058.25,1,Attitude of service provider
Male,No,No,No,6,0-12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4,Month-to-month,Yes,Electronic check,85.35,High,489.45,1,Attitude of service provider
Male,No,Yes,No,40,37-48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,101.3,High,4113.1,1,Attitude of support person
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.55,Medium,69.55,1,Attitude of support person
Male,No,No,No,58,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Bank transfer (automatic),103.25,High,6017.65,1,Attitude of support person
Male,No,No,No,70,61-72,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,7,Two year,Yes,Credit card (automatic),104.0,High,7250.15,1,Attitude of service provider
Female,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4,Month-to-month,Yes,Mailed check,86.2,High,178.7,1,Attitude of service provider
Male,No,Yes,No,21,13-24,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8,Month-to-month,Yes,Electronic check,111.2,High,2317.1,1,Attitude of service provider
Female,No,Yes,No,16,13-24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,5,Month-to-month,Yes,Credit card (automatic),89.45,High,1430.25,1,Attitude of support person
Male,Yes,Yes,No,7,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),95.6,High,644.35,1,Competitor made better offer
Male,No,Yes,No,60,49-60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,5,One year,No,Electronic check,90.95,High,5453.4,1,Moved
Female,No,Yes,No,50,49-60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8,One year,No,Electronic check,108.55,High,5610.7,1,Moved
Female,Yes,No,No,4,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,No,3,Month-to-month,Yes,Electronic check,78.85,Medium,292.8,1,Moved
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Mailed check,44.4,Low,44.4,1,Competitor offered higher download speeds
Female,Yes,No,No,55,49-60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,One year,Yes,Electronic check,100.0,High,5509.3,1,Competitor offered higher download speeds
Female,No,Yes,No,12,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,One year,No,Bank transfer (automatic),19.8,Low,229.6,1,Competitor offered higher download speeds
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,Yes,Electronic check,89.9,High,89.9,1,Don't know
Female,No,No,No,62,61-72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,One year,Yes,Electronic check,100.15,High,6413.65,1,Competitor offered higher download speeds
Male,No,No,No,1,0-12,Yes,No,DSL,No,Yes,No,No,No,No,3,Month-to-month,No,Electronic check,50.8,Medium,50.8,1,Competitor offered higher download speeds
Male,Yes,Yes,No,20,13-24,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,Yes,Electronic check,73.65,Medium,1463.5,1,Competitor offered higher download speeds
Female,No,No,No,3,0-12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,95.1,High,307.4,1,Competitor offered higher download speeds
Male,No,No,No,22,13-24,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Credit card (automatic),94.65,High,2104.55,1,Competitor offered higher download speeds
Male,No,Yes,No,4,0-12,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,4,Month-to-month,Yes,Mailed check,80.6,Medium,319.15,1,Competitor offered more data
Male,No,Yes,No,59,49-60,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,One year,No,Electronic check,85.55,High,5084.65,1,Competitor offered more data
Female,No,No,No,60,49-60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,4,Month-to-month,Yes,Electronic check,50.8,Medium,3027.4,1,Competitor offered more data
Female,No,No,No,15,13-24,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,7,Month-to-month,No,Electronic check,105.1,High,1582.75,1,Competitor made better offer
Male,No,No,No,10,0-12,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8,Month-to-month,Yes,Electronic check,110.1,High,1043.3,1,Competitor made better offer
Female,No,No,No,6,0-12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4,Month-to-month,No,Electronic check,83.9,Medium,497.55,1,Price too high
Female,No,Yes,No,63,61-72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,7,Month-to-month,Yes,Electronic check,100.55,High,6215.35,1,Price too high
Male,No,Yes,No,50,49-60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic),103.85,High,5017.9,1,Price too high
Female,No,No,No,1,0-12,No,No phone service,DSL,No,No,No,No,No,No,1,Month-to-month,No,Electronic check,24.6,Low,24.6,1,Price too high
Female,No,No,No,12,0-12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,6,Month-to-month,Yes,Bank transfer (automatic),98.9,High,1120.95,1,Price too high
Female,No,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,No,Credit card (automatic),98.3,High,923.5,1,Price too high
Male,No,No,No,17,13-24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,5,Month-to-month,No,Electronic check,93.85,High,1625.65,1,Price too high
Male,Yes,No,No,9,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,100.5,High,918.6,1,Price too high
Male,Yes,No,No,10,0-12,Yes,No,Fiber optic,No,Yes,No,No,No,No,3,Month-to-month,Yes,Electronic check,72.85,Medium,688.65,1,Price too high
Male,Yes,Yes,No,1,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,73.55,Medium,73.55,1,Price too high
Female,Yes,No,No,3,0-12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Electronic check,79.4,Medium,205.05,1,Product dissatisfaction
Female,No,No,No,13,13-24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Electronic check,81.15,Medium,952.3,1,Service dissatisfaction
Female,Yes,No,No,4,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,84.6,Medium,360.1,1,Lack of self-service on Website
Female,No,No,No,6,0-12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,4,Month-to-month,Yes,Electronic check,79.05,Medium,434.5,1,Network reliability
Female,No,No,No,3,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,No,Bank transfer (automatic),74.4,Medium,215.8,1,Don't know
Male,Yes,No,No,35,25-36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,99.05,High,3395.8,1,Don't know
Male,Yes,No,No,2,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Mailed check,44.95,Low,85.15,1,Don't know
Male,No,Yes,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,No,Credit card (automatic),44.7,Low,44.7,1,Don't know
Male,No,No,No,1,0-12,Yes,No,DSL,No,No,No,No,No,No,2,Month-to-month,Yes,Mailed check,45.7,Low,45.7,1,Poor expertise of phone support
Male,Yes,No,No,8,0-12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,6,Month-to-month,No,Credit card (automatic),100.3,High,832.35,1,Competitor had better devices
Male,No,No,No,7,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Electronic check,19.25,Low,112.3,1,Competitor offered higher download speeds
Female,No,No,No,2,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,96.0,High,174.8,1,Competitor offered more data
Female,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,No,Electronic check,90.55,High,90.55,1,Competitor made better offer
Male,Yes,Yes,No,44,37-48,No,No phone service,DSL,No,Yes,No,No,No,No,2,Month-to-month,Yes,Electronic check,30.35,Low,1359.7,1,Competitor had better devices
Male,No,No,No,71,61-72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8,Two year,Yes,Electronic check,108.05,High,7532.15,1,Competitor had better devices
Male,No,No,No,1,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Electronic check,69.9,Medium,69.9,1,Competitor offered higher download speeds
Male,Yes,Yes,No,62,61-72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7,One year,Yes,Electronic check,103.75,High,6383.35,1,Competitor offered higher download speeds
Male,No,No,No,1,0-12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4,Month-to-month,Yes,Electronic check,86.6,High,86.6,1,Competitor offered higher download speeds
Female,Yes,Yes,No,33,25-36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4,Month-to-month,Yes,Bank transfer (automatic),80.6,Medium,2656.5,1,Competitor offered more data
Female,No,No,No,35,25-36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,5,Month-to-month,No,Credit card (automatic),85.3,High,2917.5,1,Competitor offered more data
Female,No,No,No,34,25-36,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Credit card (automatic),70.0,Medium,2416.1,1,Competitor offered more data
Female,Yes,No,No,4,0-12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,94.3,High,424.45,1,Competitor made better offer
Female,No,No,No,7,0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,95.35,High,660.9,1,Competitor made better offer
Male,Yes,Yes,No,27,25-36,Yes,Yes,Fiber optic,No,No,No,No,No,No,3,Month-to-month,Yes,Electronic check,75.5,Medium,1893.95,1,Competitor had better devices
Female,No,No,No,18,13-24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,5,Month-to-month,Yes,Electronic check,90.1,High,1612.75,1,Competitor offered higher download speeds
Female,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Electronic check,68.95,Medium,119.75,1,Competitor offered more data
Male,No,Yes,No,32,25-36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),99.55,High,3204.65,1,Competitor made better offer
Male,No,Yes,No,18,13-24,Yes,No,DSL,No,No,Yes,No,No,Yes,4,Month-to-month,No,Electronic check,57.45,Medium,990.85,1,Competitor had better devices
Male,No,Yes,No,12,0-12,Yes,No,DSL,No,No,No,No,No,Yes,3,One year,No,Credit card (automatic),53.65,Medium,696.35,1,Competitor had better devices
Male,Yes,No,No,8,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Electronic check,100.6,High,819.4,1,Competitor offered higher download speeds
Male,No,Yes,No,26,25-36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4,Month-to-month,Yes,Electronic check,83.75,Medium,2070.6,1,Competitor offered higher download speeds
Female,Yes,Yes,No,3,0-12,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,5,Month-to-month,Yes,Mailed check,88.3,High,273.75,1,Competitor offered higher download speeds
Female,Yes,No,No,8,0-12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5,Month-to-month,Yes,Electronic check,92.1,High,729.95,1,Competitor offered more data
Male,No,Yes,No,38,37-48,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4,Month-to-month,Yes,Electronic check,79.45,Medium,3013.05,1,Competitor offered more data
Male,Yes,No,No,14,13-24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,No,Credit card (automatic),90.45,High,1266.1,1,Competitor offered more data
Male,No,Yes,No,32,25-36,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,Yes,Bank transfer (automatic),69.75,Medium,2347.9,1,Don't know
Female,No,No,No,1,0-12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Month-to-month,No,Mailed check,19.65,Low,19.65,1,Competitor made better offer
Male,Yes,No,No,12,0-12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,4,Month-to-month,Yes,Electronic check,43.65,Low,526.95,1,Competitor had better devices
Female,No,No,No,5,0-12,No,No phone service,DSL,No,No,Yes,No,No,Yes,3,Month-to-month,No,Electronic check,39.5,Low,210.75,1,Competitor offered higher download speeds
Male,No,Yes,No,40,37-48,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5,Month-to-month,Yes,Bank transfer (automatic),97.1,High,3706.95,1,Competitor offered more data
Female,No,No,No,5,0-12,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Month-to-month,Yes,Electronic check,80.0,Medium,412.5,1,Competitor made better offer
Female,No,No,No,10,0-12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,4,Month-to-month,Yes,Mailed check,84.7,Medium,832.05,1,Competitor had better devices
Male,No,Yes,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,Yes,Bank transfer (automatic),89.55,High,185.55,1,Competitor had better devices
Male,No,No,No,23,13-24,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,5,Month-to-month,Yes,Electronic check,90.6,High,1943.2,1,Competitor offered higher download speeds
Female,No,No,No,23,13-24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,5,Month-to-month,Yes,Bank transfer (automatic),90.05,High,2169.8,1,Competitor offered higher download speeds
Male,No,Yes,No,49,49-60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6,Month-to-month,Yes,Bank transfer (automatic),99.05,High,4853.75,1,Competitor offered higher download speeds
Female,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,No,No,2,Month-to-month,No,Bank transfer (automatic),69.75,Medium,144.55,1,Competitor offered more data
Female,No,No,No,2,0-12,Yes,No,DSL,No,Yes,No,No,No,No,3,Month-to-month,Yes,Credit card (automatic),49.05,Low,91.1,1,Competitor offered more data
Male,No,No,No,7,0-12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Bank transfer (automatic),98.05,High,713.0,1,Competitor offered more data
Female,No,No,No,41,37-48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9,Month-to-month,Yes,Bank transfer (automatic),114.5,High,4527.45,1,Competitor made better offer
Male,No,No,No,2,0-12,Yes,No,Fiber optic,No,No,No,No,No,Yes,3,Month-to-month,Yes,Electronic check,80.95,Medium,171.15,1,Competitor made better offer
Female,Yes,No,No,13,13-24,Yes,No,Fiber optic,No,No,Yes,No,No,No,3,Month-to-month,Yes,Electronic check,74.3,Medium,940.35,1,Competitor had better devices
Female,Yes,No,No,11,0-12,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,Month-to-month,No,Bank transfer (automatic),89.7,High,1047.7,1,Competitor offered higher download speeds
Male,Yes,Yes,No,17,13-24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6,Month-to-month,Yes,Credit card (automatic),100.45,High,1622.45,1,Competitor offered more data
Male,No,Yes,No,25,25-36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4,One year,Yes,Electronic check,90.4,High,2178.6,1,Competitor made better offer
Male,No,Yes,No,3,0-12,Yes,No,DSL,No,Yes,Yes,No,No,No,4,Month-to-month,Yes,Mailed check,56.15,Medium,168.15,1,Competitor had better devices
Female,No,No,No,4,0-12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,6,Month-to-month,Yes,Bank transfer (automatic),94.4,High,387.2,1,Competitor had better devices
Female,No,Yes,No,37,37-48,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,4,Month-to-month,Yes,Credit card (automatic),78.95,Medium,2839.65,1,Competitor offered higher download speeds
